question,answer,preprocessed_answer,sentiment
Q1: What have you enjoyed about these workshops?,A1: I enjoyed everything.,enjoy everyth,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed these workshops because I love the inspiration of writing poems and it helps children find their passion for poems.,enjoy workshop love inspir write poem help children find passion poem,1
Q1: What have you enjoyed about these workshops?,"A1: Writing poems, fun activities, fun exercises.",write poem fun activ fun exercis,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed the workshop because we were able to speak out to our class and they listened.,enjoy workshop abl speak class listen,1
Q1: What have you enjoyed about these workshops?,A1: Because it__ fun and nice.,fun nice,1
Q1: What have you enjoyed about these workshops?,A1: I have been enjoying these workshops because they seemed interesting and fun and they seemed a bit funny too!,enjoy workshop seem interest fun seem bit funni,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed this workshop because it allowed you to think and write what you want to write.,enjoy workshop allow think write want write,1
Q1: What have you enjoyed about these workshops?,A1: I__e enjoyed these workshops because of confidence I earned.,ive enjoy workshop confid earn,1
Q1: What have you enjoyed about these workshops?,A1: Yes because it__ fun and makes me happy.,ye fun make happi,1
Q1: What have you enjoyed about these workshops?,A1: I really enjoyed how Yossi was very funny and fun.,realli enjoy yossi funni fun,1
Q1: What have you enjoyed about these workshops?,A1: I did enjoy the workshop because spoken word. I enjoyed the workshop.,enjoy workshop spoken word enjoy workshop,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed it because it is very fun and it is useful because you have rights to speak.,enjoy fun use right speak,1
Q1: What have you enjoyed about these workshops?,A1: I__e enjoyed its inclusiveness and letting everyone choose what they want.,ive enjoy inclus let everyon choos want,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed it because I__e never learnt it before and it was fun learning something new.,enjoy ive never learnt fun learn someth new,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed the activities and changes in this workshop because it motivated me to write more poems.,enjoy activ chang workshop motiv write poem,1
Q1: What have you enjoyed about these workshops?,A1: I__e enjoyed these workshops because we get to type poems.,ive enjoy workshop get type poem,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed the fun games that I did with my class.,enjoy fun game class,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed workshop because I love rhyming.,enjoy workshop love rhyme,1
Q1: What have you enjoyed about these workshops?,A1: The things that we enjoyed is the fun games and lessons we have been doing.,thing enjoy fun game lesson,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed the free writes.,enjoy free write,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed the workshops because we were doing something and read.,enjoy workshop someth read,1
Q1: What have you enjoyed about these workshops?,"A1: I enjoyed this workshop because I liked writing poems and I liked mic check 1, 2 and mic check 3, 4.",enjoy workshop like write poem like mic check mic check,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed the work because you can write anything.,enjoy work write anyth,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed how we were a poet.,enjoy poet,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed being able to share and perform.,enjoy abl share perform,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed everything.,enjoy everyth,1
Q1: What have you enjoyed about these workshops?,A1: Everything. I enjoyed everything.,everyth enjoy everyth,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed everything like we did would rather or we wrote spoken word.,enjoy everyth like would rather wrote spoken word,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed about spoken word & everything to be proper in the spoken word we have writer.,enjoy spoken word everyth proper spoken word writer,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed the poetry and raps.,enjoy poetri rap,1
Q1: What have you enjoyed about these workshops?,A1: I mostly enjoyed hearing others spoken word but when it__ my turn I get a bit shy.,mostli enjoy hear other spoken word turn get bit shi,1
Q1 What have you enjoyed about these workshops?,A1 I enjoyed that we got to hear other people thoughts,enjoy got hear peopl thought,1
Q1 What have you enjoyed about these workshops?,"A1 I love the spoken word workshops! Everything I really like, the warm-ups, the reading and the writing.",love spoken word workshop everyth realli like warmup read write,1
Q1 What have you enjoyed about these workshops?,A1 I enjoyed how we got a chance to express ourselves through Spoken Word.,enjoy got chanc express spoken word,1
Q1 What have you enjoyed about these workshops?,A1 It was so fun and exiting.,fun exit,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed expressing my feelings and finding my hidden talents which is writing poems.,enjoy express feel find hidden talent write poem,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed the opportunity to do this and I had very fun.,enjoy opportun fun,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed learning how to express yourself using words and I liked it when writing poems.,enjoy learn express use word like write poem,1
Q1: What have you enjoyed about these workshops?,A: They are really fun.,realli fun,1
Q1: What have you enjoyed about these workshops?,A: Engaging with young people and old in a new and refreshing way. Great way to get your thoughts down.,engag young peopl old new refresh way great way get thought,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed all the people__ poems.,enjoy peopl poem,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed the confidence I was given by Tyler and Yossi and being able to speak in front of people.,enjoy confid given tyler yossi abl speak front peopl,1
Q1: What have you enjoyed about these workshops?,"A: Better at sharing and socializing, being able to speak and listening.",better share social abl speak listen,1
Q1: What have you enjoyed about these workshops?,A: It__ fun.,fun,1
Q1: What have you enjoyed about these workshops?,A: It__ fun and exciting.,fun excit,1
Q1: What have you enjoyed about these workshops?,A: It was fun again.,fun,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed being able to express my feelings and also to tell others my honest opinion in front of them.,enjoy abl express feel also tell other honest opinion front,1
Q1: What have you enjoyed about these workshops?,A: During the workshop I have enjoyed everything that we have done as it has made me feel more confident.,workshop enjoy everyth done made feel confid,1
Q1: What have you enjoyed about these workshops?,A: In this spoken word I have visually enjoyed performing with my friends and having time to speak and be listened to.,spoken word visual enjoy perform friend time speak listen,1
Q1: What have you enjoyed about these workshops?,"A: I__e enjoyed many things such as the communication, activities, and sharing.",ive enjoy mani thing commun activ share,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed that it was sunny and it taught you how to perform a poem.,enjoy sunni taught perform poem,1
Q1: What have you enjoyed about these workshops?,A1: It has made me feel stage fright,made feel stage fright,2
Q1: What have you enjoyed about these workshops?,A1: Sometimes,sometim,2
Q1: What have you enjoyed about these workshops?,A1: Written my poem,written poem,2
Q1: What have you enjoyed about these workshops?,A1: Having to hear other people,hear peopl,2
Q1: What have you enjoyed about these workshops?,A1: Writing the poem,write poem,2
Q1: What have you enjoyed about these workshops?,A1: Would you rather,would rather,2
Q1: What have you enjoyed about these workshops?,A1: I liked writing the poem,like write poem,2
Q1: What have you enjoyed about these workshops?,A1: I liked writing poetry,like write poetri,2
Q1: What have you enjoyed about these workshops?,A1: Writing and speaking,write speak,2
Q1: What have you enjoyed about these workshops?,A1: I enjoyed games that Yossi makes,enjoy game yossi make,2
Q1: What have you enjoyed about these workshops?,A1: Making poems,make poem,2
Q1: What have you enjoyed about these workshops?,A: Everything such as spoken word and.,everyth spoken word,2
Q1: What have you enjoyed about these workshops?,A1: Being able to speak my mind.,abl speak mind,2
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I didn't because it was boring.,didnt bore,2
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because it was very interesting.,interest,2
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because it was inspiring.,inspir,2
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because spoken word is a very interesting style of poetry.,spoken word interest style poetri,2
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because I liked listening to what everyone else wrote.,like listen everyon els wrote,2
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because it was really interesting and interactive.,realli interest interact,2
"Q1: Overall, I did/didn__ enjoy todays workshop because_",A1: It was very engaging.,engag,2
"Q1: Overall, I did/didn't enjoy today's workshop because...",A1: I liked it because everyone got involved and I could express myself.,like everyon got involv could express,2
"Q1: Overall, I did/didn't enjoy today's workshop because...",A1: I got to write poems.,got write poem,2
"Q1: Overall, I did/didn't enjoy today's workshop because...",A1: I really like spoken word and it engaged me.,realli like spoken word engag,2
Q1: What have you enjoyed about these workshops?,A1: Being able to share your work and opinions with other people,abl share work opinion peopl,2
Q1: What have you enjoyed about these workshops?,A1: Being able to share your work and opinions with other people.,abl share work opinion peopl,2
Q1: What have you enjoyed about these workshops?,A: That everybody are treated the same,everybodi treat,2
Q1: What have you enjoyed about these workshops?,A: I enjoyed all the games you have done for us,enjoy game done us,2
Q1: What have you enjoyed about these workshops?,A: The activities and learning,activ learn,2
Q1: What have you enjoyed about these workshops?,A: That they encourage you to write poems for the world and you can perform on in front of your class and maybe the school.,encourag write poem world perform front class mayb school,2
Q1: What have you enjoyed about these workshops?,A: Doing the spoken word poem.,spoken word poem,2
Q1: What have you enjoyed about these workshops?,A: I've been able to express myself.,ive abl express,2
Q1: What have you enjoyed about these workshops?,A: Everything.,everyth,2
Q1: What have you enjoyed about these workshops?,A: Spoken word and screaming.,spoken word scream,2
Q1: What have you enjoyed about these workshops?,A: It's been poetry.,poetri,2
Q1: What have you enjoyed about these workshops?,A: Spoken word.,spoken word,2
Q1: What have you enjoyed about these workshops?,A: I liked spoken word rules.,like spoken word rule,2
Q1: What have you enjoyed about these workshops?,A: Spoken Word Poem!,spoken word poem,2
Q1: What have you enjoyed about these workshops?,A: We were a reserve.,reserv,2
Q1: What have you enjoyed about these workshops?,A: Hearing people talk maybe?,hear peopl talk mayb,2
Q1: What have you enjoyed about these workshops?,"A: Mike check 1, 2, 3.",mike check,2
Q1: What have you enjoyed about these workshops?,A: The window partner.,window partner,2
Q1: What have you enjoyed about these workshops?,A: I loads.,load,2
Q1: What have you enjoyed about these workshops?,A: Would you rather.,would rather,2
Q1. What have you enjoyed about these workshops?,A1. They don__ require anything just make rhyme.,dont requir anyth make rhyme,2
Q1. What have you enjoyed about these workshops?,A1. Ryming. It__ satisfying somehow.,ryme satisfi somehow,2
Q1. What have you enjoyed about these workshops?,A1. The poets we done because it__ like to sometimes say to friends or family what__ important to me.,poet done like sometim say friend famili what import,2
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed about the workshops is the games and the poems.,enjoy workshop game poem,2
Q1. What have you enjoyed about these workshops?,"A1. Writing about health and saying, __ic check 3,4._",write health say mic check,2
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed the spoken word and the relaxing games.,enjoy spoken word relax game,2
Q1. What have you enjoyed about these workshops?,A1. That we get to make Spoken Words poems,get make spoken word poem,2
Q1. What have you enjoyed about these workshops?,A1. the poems and Yossi with his raps,poem yossi rap,2
Q1. What have you enjoyed about these workshops?,A1. That I am big shop is name is LIDL.,big shop name lidl,2
Q1. What have you enjoyed about these workshops?,A1. That I am help everyone is showing me respect.,help everyon show respect,2
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed playing games.,enjoy play game,2
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed all the warm-up games and performing to the class at the end.,enjoy warmup game perform class end,2
Q1 What have you enjoyed about these workshops?,A1 our poems,poem,2
Q1. What have you enjoyed about these workshops?,A1. I like hearing people's ideas.,like hear peopl idea,2
Q1. What have you enjoyed about these workshops?,A1. I enjoyed that we played games and the poems.,enjoy play game poem,2
Q1: What have you enjoyed about these workshops?,A1: I liked how energetic it was and we got to write our own spoken word poem.,like energet got write spoken word poem,2
Q1: What have you enjoyed about these workshops?,A1: The activities and spoken word poems.,activ spoken word poem,2
Q1: What have you enjoyed about these workshops?,A1: I like how interactive and friendly it is because you see a different side of people and what they want to achieve.,like interact friendli see differ side peopl want achiev,2
Q1: What have you enjoyed about these workshops?,A1: Sometimes.,sometim,2
Q1: What have you enjoyed about these workshops?,"A: I liked rhyming and doing poems. Also, I liked sharing my poems with everyone.",like rhyme poem also like share poem everyon,2
Q1: What have you enjoyed about these workshops?,A: I enjoyed game and writing.,enjoy game write,2
Q1: What have you enjoyed about these workshops?,A: I like because these workshops are interesting.,like workshop interest,2
Q1: What have you enjoyed about these workshops?,A: I enjoy the games and that almost everyone in the room.,enjoy game almost everyon room,2
Q1: What have you enjoyed about these workshops?,"A: Yes, I have.",ye,2
Q1: What have you enjoyed about these workshops?,"A: Yes, I have.",ye,2
Q1: What have you enjoyed about these workshops?,"A: Poems, a little bit.",poem littl bit,2
Q1: What have you enjoyed about these workshops?,A: I enjoyed the games and writing poems.,enjoy game write poem,2
Q1: What have you enjoyed about these workshops?,A: Learning to write a poem.,learn write poem,2
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: They were very inclusive & I had a lot of freedom.,inclus lot freedom,2
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: It got the children very engaged and it gave them a voice.,got children engag gave voic,2
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: I liked how it helped everyone from people who already knew what a spoken poem was to people who had never heard of one.,like help everyon peopl alreadi knew spoken poem peopl never heard one,2
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: It was inspiring.,inspir,2
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: It was interesting.,interest,2
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: I listen to rap music.,listen rap music,2
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: It was interesting.,interest,2
Q1: What have you enjoyed about these workshops?,"A: I have enjoyed the games, warm-ups that were designed to start us into writing our spoken word.",enjoy game warmup design start us write spoken word,2
Q1: What have you enjoyed about these workshops?,"A: Everything, including the fact that we got to be very interactive.",everyth includ fact got interact,2
Q1: What have you enjoyed about these workshops?,"A: Yossie, the poetry and the time I have with.",yossi poetri time,2
Q1: What have you enjoyed about these workshops?,A1: The debates when people go one side and say why they have agreed/disagreed,debat peopl go one side say agreeddisagre,2
Q1: What have you enjoyed about these workshops?,A1: I enjoyed when we did the act opposite game,enjoy act opposit game,2
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed the games and listening to people's ideas,enjoy game listen peopl idea,2
Q1: What have you enjoyed about these workshops?,A: Writing out of powerful poems and doing/participating in many activities.,write power poem doingparticip mani activ,2
Q1: What have you enjoyed about these workshops?,A: That I can speak to the class.,speak class,2
Q1: What have you enjoyed about these workshops?,A: Spoken word.,spoken word,2
Q1: What have you enjoyed about these workshops?,A: The thing I like about these workshops is that you can express yourself with the writing.,thing like workshop express write,2
Q1: What have you enjoyed about these workshops?,A1: That we had 3 people teaching us.,peopl teach us,2
Q1: What have you enjoyed about these workshops?,A1: The speaches and would you rather.,speach would rather,2
Q1: What have you enjoyed about these workshops?,A1: That Yossi has welcomed me to spoken word.,yossi welcom spoken word,2
Q1: What have you enjoyed about these workshops?,A1: That it helped me find my calling.,help find call,2
Q1: What have you enjoyed about these workshops?,"A1: I have enjoyed the games and the poetry, also that it is Write 2 Speak.",enjoy game poetri also write speak,2
Q1: What have you enjoyed about these workshops?,A1: Writing all these spoken word sheets and rhyming.,write spoken word sheet rhyme,2
Q1: What have you enjoyed about these workshops?,A1: That you can write poems by yourself and talk about anything.,write poem talk anyth,2
Q1: What have you enjoyed about these workshops?,A1: Yes I like the deep breathing and about the topic about the spoken word.,ye like deep breath topic spoken word,2
Q1: What have you enjoyed about these workshops?,"A1: Everything, every lesson.",everyth everi lesson,2
Q1: What have you enjoyed about these workshops?,A1: The deep breathings and feeling the back of your hair.,deep breath feel back hair,2
Q1: What have you enjoyed about these workshops?,A1: The poems.,poem,2
Q1: What have you enjoyed about these workshops?,A1: I like the enthusiasm and energy in these workshops.,like enthusiasm energi workshop,2
Q1: What have you enjoyed about these workshops?,A1: I liked about the spoken word because you write things that are important.,like spoken word write thing import,2
Q1: What have you enjoyed about these workshops?,A1: The rhyming.,rhyme,2
Q1: What have you enjoyed about these workshops?,A1: Yes and in fact it always makes me excited.,ye fact alway make excit,2
Q1 What have you enjoyed about these workshops?,A1 I really enjoyed the games and making my own poems.,realli enjoy game make poem,2
Q1: What have you enjoyed about these workshops?,A: How we get to write our own spoken word and the activities.,get write spoken word activ,2
Q1: What have you enjoyed about these workshops?,A: The opportunity to express thoughts & feelings on paper.,opportun express thought feel paper,2
Q1: What have you enjoyed about these workshops?,"A: The support, the encouragement, the confidence.",support encourag confid,2
Q1: What have you enjoyed about these workshops?,A: The poetry.,poetri,2
Q1: What have you enjoyed about these workshops?,A: We were able to have a lot of opportunities to speak and the subjects were decent.,abl lot opportun speak subject decent,2
Q1: What have you enjoyed about these workshops?,A: The part in the NYC.,part nyc,2
Q1: What have you enjoyed about these workshops?,A: I enjoyed the games and the way that we__ start by just writing our spoken word.,enjoy game way wed start write spoken word,2
